,cat,dataset,path
2933,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-1-CROPPED_2014-09-21.135105.MEDIA.135105.media.jpg
2934,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-1-CROPPED_2014-10-23.101755.IMG-20141023-WA0011.101755.IMG-20141023-WA0011.jpg
2935,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-0-CROPPED_DV54FVB-2014-11-13.153146.-IMAGE.153146.-image.jpg
2936,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-0-CROPPED_-2014-11-24.134153.-IMAGE.134153.-image.jpg
2937,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-09-19.143526.20140919_142612.143526.20140919_142612.jpg
2938,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-10-25.144407.IMAGE.144407.image.jpg
2939,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-1-CROPPED_-2014-11-17.213413.-IMAGE.213413.-image.jpg
2940,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-2-CROPPED_DV55YKH-2014-12-11.102306.-IMAGE.102306.-image.jpg
2941,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-09-24.144124.IMAGE.144124.image.jpg
2942,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-0-CROPPED_2014-10-17.111123.IMAGE.111123.image.jpg
2943,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_2014-11-03.142813.IMAGE.142813.image.jpg
2944,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-0-CROPPED_-2014-11-22.130316.-IMAGE.130316.-image.jpg
2945,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-0-CROPPED_2014-10-28.141146.IMAGE.141146.image.jpg
2946,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-1-CROPPED_2014-09-23.131913.IMAGE.131913.image.jpg
2947,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-1-CROPPED_2014-10-18.154205.IMAGE.154205.image.jpg
2948,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-2-CROPPED_-2014-11-16.220524.-IMAGE.220524.-image.jpg
2949,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-0-CROPPED_2014-10-01.161748.IMAGE.161748.image.jpg
2950,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_LS03GWW-2014-11-28.153235.-IMAGE.153235.-image.jpg
2951,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-1-CROPPED_2014-10-29.131421.IMAGE.131421.image.jpg
2952,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_BG09TNO-2014-11-25.142650.-IMAGE.142650.-image.jpg
2953,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_2014-10-29.184600.IMAGE.184600.image.jpg
2954,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-1-CROPPED_2014-09-23.131913.IMAGE.131913.image.jpg
2955,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-2-CROPPED_2014-10-15.130349.IMAGE.130349.image.jpg
2956,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-23.133448.IMAGE.133448.image.jpg
2957,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-0-CROPPED_2014-10-17.142841.IMAGE.142841.image.jpg
2958,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-1-CROPPED_2014-10-21.102153.IMAGE.102153.image.jpg
2959,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_K03GVY-2014-11-16.171214.-IMAGE.171214.-image.jpg
2960,1,anpr,/home/gopik/github/cnn/data/anpr_chars/1-1-CROPPED_2014-10-31.125904.20141031_125606.125904.20141031_125606.jpg
2961,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-0-CROPPED_2014-09-30.131142.IMAGE.131142.image.jpg
2962,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-2-CROPPED_2014-10-06.230300.IMAGE.230300.image.jpg
2963,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_K03GVY-2014-11-16.171214.-IMAGE.171214.-image.jpg
2964,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-0-CROPPED_2014-10-29.184600.IMAGE.184600.image.jpg
2965,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-2-CROPPED_2014-10-10.125637.IMAGE.125637.image.jpg
2966,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-1-CROPPED_2014-09-10.231224.2013-10-03.100000.1380790791995.231224.2013-10-03.100000.1380790791995.jpg
2967,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-10-23.143156.IMG-20141023-WA0046.143156.IMG-20141023-WA0046.jpg
2968,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-1-CROPPED_2014-10-16.103057.IMAGE.103057.image.jpg
2969,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_2014-10-18.163525.IMAGE.163525.image.jpg
2970,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-1-CROPPED_-2014-11-16.171402.-IMAGE.171402.-image.jpg
2971,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-09-23.153942.IMAGE.153942.image.jpg
2972,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_2014-10-28.123036.IMAGE.123036.image.jpg
2973,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-1-CROPPED_2014-10-01.151025.IMAGE.151025.image.jpg
2974,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_2014-09-17.160538.IMAGE.160538.image.jpg
2975,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-1-CROPPED_2014-10-24.175655.IMAGE.175655.image.jpg
2976,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-0-CROPPED_2014-10-29.102018.IMAGE.102018.image.jpg
2977,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-09.105321.IMAGE.105321.image.jpg
2978,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-0-CROPPED_2014-09-20.133845.2013-10-03.093814.IMAGE.133845.2013-10-03.093814.image.jpg
2979,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-2-CROPPED_-2014-11-16.221214.-IMAGE.221214.-image.jpg
2980,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-10-29.102018.IMAGE.102018.image.jpg
2981,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-0-CROPPED_2014-10-22.113151.IMAGE.113151.image.jpg
2982,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-23.133106.IMAGE.133106.image.jpg
2983,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-0-CROPPED_2014-10-08.144549.IMAGE.144549.image.jpg
2984,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-1-CROPPED_2014-10-25.183246.IMAGE.183246.image.jpg
2985,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-09-25.145236.IMAGE.145236.image.jpg
2986,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-2-CROPPED_2014-10-25.141819.IMAGE.141819.image.jpg
2987,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-2-CROPPED_-2014-11-05.094624.-IMAGE.094624.-image.jpg
2988,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_2014-10-17.205413.IMAGE.205413.image.jpg
2989,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_-2014-11-05.094120.-IMAGE.094120.-image.jpg
2990,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_2014-09-16.133649.IMAGE.133649.image.jpg
2991,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-1-CROPPED_2014-10-08.123155.IMAGE.123155.image.jpg
2992,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-1-CROPPED_GU60RZB-2014-12-04.094703.-IMAGE.094703.-image.jpg
2993,1,anpr,/home/gopik/github/cnn/data/anpr_chars/1-1-CROPPED_2014-10-26.123855.IMAGE.123855.image.jpg
2994,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-0-CROPPED_-2014-12-07.124302.-IMAGE.124302.-image.jpg
2995,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-0-CROPPED_2014-10-18.154325.IMAGE.154325.image.jpg
2996,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-2-CROPPED_2014-10-31.095831.IMAGE.095831.image.jpg
2997,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-0-CROPPED_2014-10-19.170949.IMAGE.170949.image.jpg
2998,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-1-CROPPED_2014-10-18.154205.IMAGE.154205.image.jpg
2999,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-1-CROPPED_2014-09-17.112927.IMAGE.112927.image.jpg
3000,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-27.120605.IMAGE.120605.image.jpg
3001,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-1-CROPPED_2014-10-16.131540.IMAGE.131540.image.jpg
3002,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-1-CROPPED_2014-10-16.131540.IMAGE.131540.image.jpg
3003,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_2014-10-25.173144.IMAGE.173144.image.jpg
3004,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-2-CROPPED_2014-11-01.125117.IMAGE.125117.image.jpg
3005,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-0-CROPPED_2014-10-22.212317.IMAGE.212317.image.jpg
3006,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-2-CROPPED_2014-10-17.205413.IMAGE.205413.image.jpg
3007,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-0-CROPPED_2014-10-28.215139.IMAGE.215139.image.jpg
3008,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-1-CROPPED_2014-09-30.120449.IMAGE.120449.image.jpg
3009,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-0-CROPPED_F4APY-2014-11-16.170634.-IMAGE.170634.-image.jpg
3010,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-1-CROPPED_2014-10-22.104615.IMAGE.104615.image.jpg
3011,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_2014-09-26.104249.IMAGE.104249.image.jpg
3012,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-1-CROPPED_2014-10-18.163645.IMAGE.163645.image.jpg
3013,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-2-CROPPED_2014-09-26.121813.IMAGE.121813.image.jpg
3014,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-0-CROPPED_2014-10-23.114550.IMAGE.114550.image.jpg
3015,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-2-CROPPED_D0EEL-2014-11-04.162138.-IMAGE.162138.-image.jpg
3016,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_2014-10-18.144041.IMG-20141018-WA0027.144041.IMG-20141018-WA0027.jpg
3017,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-0-CROPPED_2014-09-16.164709.IMAGE.164709.image.jpg
3018,1,anpr,/home/gopik/github/cnn/data/anpr_chars/1-1-CROPPED_2014-09-21.135105.MEDIA.135105.media.jpg
3019,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_2014-09-19.143526.20140919_142612.143526.20140919_142612.jpg
3020,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-1-CROPPED_DL04KVH-2014-12-10.121258.-IMAGE.121258.-image.jpg
3021,U,anpr,/home/gopik/github/cnn/data/anpr_chars/U-2-CROPPED_2014-10-18.140933.IMAGE.140933.image.jpg
3022,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-0-CROPPED_2014-10-22.105744.IMAGE.105744.image.jpg
3023,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-1-CROPPED_2014-10-24.175655.IMAGE.175655.image.jpg
3024,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-1-CROPPED_2014-10-25.141819.IMAGE.141819.image.jpg
3025,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-0-CROPPED_2014-09-26.104249.IMAGE.104249.image.jpg
3026,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-1-CROPPED_2014-10-01.143116.IMAGE.143116.image.jpg
3027,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-1-CROPPED_X4SAF-2014-11-16.171651.-IMAGE.171651.-image.jpg
3028,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-2-CROPPED_FL53GXN-2014-11-23.171423.-IMAGE.171423.-image.jpg
3029,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-09-29.113508.IMAGE.113508.image.jpg
3030,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-2-CROPPED_2014-10-25.122818.IMAGE.122818.image.jpg
3031,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-1-CROPPED_2014-09-30.131142.IMAGE.131142.image.jpg
3032,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-1-CROPPED_2014-10-07.213812.1411559522589.213812.1411559522589.jpg
3033,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-1-CROPPED_2014-10-08.144549.IMAGE.144549.image.jpg
3034,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_2014-10-22.113151.IMAGE.113151.image.jpg
3035,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_2014-10-07.213812.1411559522589.213812.1411559522589.jpg
3036,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-0-CROPPED_-2014-12-10.134943.-IMAGE.134943.-image.jpg
3037,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-2-CROPPED_2014-09-24.165947.IMAGE.165947.image.jpg
3038,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-2-CROPPED_2014-10-15.130349.IMAGE.130349.image.jpg
3039,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-10-23.203005.1414092441215.203005.1414092441215.jpg
3040,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-1-CROPPED_2014-09-23.125202.IMG_4875.125202.IMG_4875.jpg
3041,9,anpr,/home/gopik/github/cnn/data/anpr_chars/9-2-CROPPED_2014-10-22.105049.IMAGE.105049.image.jpg
3042,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-0-CROPPED_2014-09-30.120449.IMAGE.120449.image.jpg
3043,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_2014-09-17.103606.IMAGE.103606.image.jpg
3044,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-1-CROPPED_WR08VHT-2014-12-03.134923.-IMAGE.134923.-image.jpg
3045,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-0-CROPPED_2014-09-23.165551.20140923_152622.165551.20140923_152622.jpg
3046,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-2-CROPPED_2014-09-30.120449.IMAGE.120449.image.jpg
3047,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-0-CROPPED_2014-10-23.100906.IMAGE.100906.image.jpg
3048,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-1-CROPPED_-2014-11-04.185357.-IMAGE.185357.-image.jpg
3049,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-0-CROPPED_2014-10-18.154205.IMAGE.154205.image.jpg
3050,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-1-CROPPED_2014-09-24.130544.IMAGE.130544.image.jpg
3051,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_2014-09-30.131142.IMAGE.131142.image.jpg
3052,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_2014-10-09.221121.IMAGE.221121.image.jpg
3053,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-0-CROPPED_2014-09-30.114424.IMAGE.114424.image.jpg
3054,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-1-CROPPED_F4APY-2014-11-16.170634.-IMAGE.170634.-image.jpg
3055,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-09-23.125202.IMG_4875.125202.IMG_4875.jpg
3056,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-10-25.173144.IMAGE.173144.image.jpg
3057,1,anpr,/home/gopik/github/cnn/data/anpr_chars/1-0-CROPPED_2014-09-17.103606.IMAGE.103606.image.jpg
3058,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-0-CROPPED_FL53GXN-2014-11-23.171423.-IMAGE.171423.-image.jpg
3059,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-09-25.140935.IMAGE.140935.image.jpg
3060,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-0-CROPPED_MA57GCK-2014-11-23.140103.-IMAGE.140103.-image.jpg
3061,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-0-CROPPED_2014-10-08.123155.IMAGE.123155.image.jpg
3062,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-1-CROPPED_2014-09-26.152321.IMAGE.152321.image.jpg
3063,G,anpr,/home/gopik/github/cnn/data/anpr_chars/G-0-CROPPED_2014-09-25.115944.IMAGE.115944.image.jpg
3064,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-1-CROPPED_2014-10-27.145827.IMAGE.145827.image.jpg
3065,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-1-CROPPED_2014-09-25.115944.IMAGE.115944.image.jpg
3066,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-0-CROPPED_-2014-11-30.151121.-IMAGE.151121.-image.jpg
3067,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-0-CROPPED_2014-09-19.115552.20140919_113918.115552.20140919_113918.jpg
3068,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-0-CROPPED_2014-10-20.131109.IMAGE.131109.image.jpg
3069,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-1-CROPPED_FT57LWR-2014-12-04.190106.-IMAG1229.190106.-IMAG1229.jpg
3070,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_2014-09-26.115638.IMAGE.115638.image.jpg
3071,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-10-03.204931.IMAGE.204931.image.jpg
3072,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-1-CROPPED_-2014-11-05.094120.-IMAGE.094120.-image.jpg
3073,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-1-CROPPED_2014-09-25.145236.IMAGE.145236.image.jpg
3074,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-0-CROPPED_2014-10-13.162357.IMAGE.162357.image.jpg
3075,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-1-CROPPED_2014-10-22.105049.IMAGE.105049.image.jpg
3076,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-0-CROPPED_2014-09-19.101724.IMAGE.101724.image.jpg
3077,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-0-CROPPED_2014-10-29.082844.IMAGE.082844.image.jpg
3078,H,anpr,/home/gopik/github/cnn/data/anpr_chars/H-0-CROPPED_2014-09-19.120543.IMAGE.120543.image.jpg
3079,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-10-27.104303.IMAGE.104303.image.jpg
3080,1,anpr,/home/gopik/github/cnn/data/anpr_chars/1-0-CROPPED_2014-10-10.104907.IMAGE.104907.image.jpg
3081,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-1-CROPPED_-2014-11-04.185357.-IMAGE.185357.-image.jpg
3082,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-0-CROPPED_2014-10-25.154033.IMAGE.154033.image.jpg
3083,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-2-CROPPED_2014-09-24.165947.IMAGE.165947.image.jpg
3084,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-1-CROPPED_2014-09-23.112231.20140923_111908.112231.20140923_111908.jpg
3085,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-0-CROPPED_2014-09-17.112927.IMAGE.112927.image.jpg
3086,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-0-CROPPED_2014-10-08.054906.IMAGE.054906.image.jpg
3087,M,anpr,/home/gopik/github/cnn/data/anpr_chars/M-1-CROPPED_2014-09-18.144759.IMAGE.144759.image.jpg
3088,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-0-CROPPED_2014-10-16.113434.IMAGE.113434.image.jpg
3089,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-2-CROPPED_-2014-11-05.094120.-IMAGE.094120.-image.jpg
3090,1,anpr,/home/gopik/github/cnn/data/anpr_chars/1-0-CROPPED_2014-09-20.133845.2013-10-03.093814.IMAGE.133845.2013-10-03.093814.image.jpg
3091,X,anpr,/home/gopik/github/cnn/data/anpr_chars/X-1-CROPPED_2014-10-03.124055.IMAGE.124055.image.jpg
3092,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-0-CROPPED_-2014-12-10.134943.-IMAGE.134943.-image.jpg
3093,V,anpr,/home/gopik/github/cnn/data/anpr_chars/V-0-CROPPED_2014-09-16.132730.1410866757832.132730.1410866757832.jpg
3094,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-2-CROPPED_2014-10-07.130446.IMAGE.130446.image.jpg
3095,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_2014-10-28.211918.IMAGE.211918.image.jpg
3096,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-0-CROPPED_-2014-11-17.213413.-IMAGE.213413.-image.jpg
3097,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-0-CROPPED_2014-10-27.145827.IMAGE.145827.image.jpg
3098,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-1-CROPPED_-2014-11-16.171402.-IMAGE.171402.-image.jpg
3099,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-2-CROPPED_2014-10-23.133755.IMAGE.133755.image.jpg
3100,F,anpr,/home/gopik/github/cnn/data/anpr_chars/F-0-CROPPED_2014-10-18.163645.IMAGE.163645.image.jpg
3101,E,anpr,/home/gopik/github/cnn/data/anpr_chars/E-1-CROPPED_-2014-11-26.154754.-IMAGE.154754.-image.jpg
3102,6,anpr,/home/gopik/github/cnn/data/anpr_chars/6-0-CROPPED_2014-09-18.144759.IMAGE.144759.image.jpg
3103,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-0-CROPPED_-2014-11-05.094120.-IMAGE.094120.-image.jpg
3104,B,anpr,/home/gopik/github/cnn/data/anpr_chars/B-1-CROPPED_2014-10-23.224233.IMAGE.224233.image.jpg
3105,R,anpr,/home/gopik/github/cnn/data/anpr_chars/R-0-CROPPED_FT57LWR-2014-12-04.190106.-IMAG1229.190106.-IMAG1229.jpg
3106,2,anpr,/home/gopik/github/cnn/data/anpr_chars/2-0-CROPPED_2014-10-30.114009.IMAGE.114009.image.jpg
3107,T,anpr,/home/gopik/github/cnn/data/anpr_chars/T-2-CROPPED_2014-10-07.213812.1411559522589.213812.1411559522589.jpg
3108,W,anpr,/home/gopik/github/cnn/data/anpr_chars/W-0-CROPPED_2014-11-01.125117.IMAGE.125117.image.jpg
3109,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-2-CROPPED_2014-10-09.113135.IMAGE.113135.image.jpg
3110,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-1-CROPPED_2014-10-22.105744.IMAGE.105744.image.jpg
3111,Z,anpr,/home/gopik/github/cnn/data/anpr_chars/Z-1-CROPPED_-2014-11-30.215345.-IMAGE.215345.-image.jpg
3112,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-1-CROPPED_F4APY-2014-11-16.170634.-IMAGE.170634.-image.jpg
3113,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-10-07.130204.IMAGE.130204.image.jpg
3114,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-0-CROPPED_-2014-12-09.144721.-IMAGE.144721.-image.jpg
3115,J,anpr,/home/gopik/github/cnn/data/anpr_chars/J-1-CROPPED_2014-09-29.104238.IMAGE.104238.image.jpg
3116,S,anpr,/home/gopik/github/cnn/data/anpr_chars/S-2-CROPPED_2014-10-25.183246.IMAGE.183246.image.jpg
3117,L,anpr,/home/gopik/github/cnn/data/anpr_chars/L-2-CROPPED_2014-10-21.140229.IMAGE.140229.image.jpg
3118,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-1-CROPPED_2014-10-10.125637.IMAGE.125637.image.jpg
3119,K,anpr,/home/gopik/github/cnn/data/anpr_chars/K-1-CROPPED_2014-09-30.131142.IMAGE.131142.image.jpg
3120,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-2-CROPPED_2014-10-18.112449.IMAGE.112449.image.jpg
3121,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-0-CROPPED_2014-10-24.175655.IMAGE.175655.image.jpg
3122,C,anpr,/home/gopik/github/cnn/data/anpr_chars/C-2-CROPPED_2014-10-15.130349.IMAGE.130349.image.jpg
3123,4,anpr,/home/gopik/github/cnn/data/anpr_chars/4-0-CROPPED_2014-09-18.122545.1411035774709.122545.1411035774709.jpg
3124,5,anpr,/home/gopik/github/cnn/data/anpr_chars/5-1-CROPPED_J441AJF-2014-11-06.154010.-IMAGE.154010.-image.jpg
3125,D,anpr,/home/gopik/github/cnn/data/anpr_chars/D-1-CROPPED_2014-10-24.232438.IMAGE.232438.image.jpg
3126,P,anpr,/home/gopik/github/cnn/data/anpr_chars/P-0-CROPPED_2014-09-15.112734.1410773174442.112734.1410773174442.jpg
3127,N,anpr,/home/gopik/github/cnn/data/anpr_chars/N-2-CROPPED_2014-09-24.165947.IMAGE.165947.image.jpg
3128,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-09-24.165947.IMAGE.165947.image.jpg
3129,O,anpr,/home/gopik/github/cnn/data/anpr_chars/O-1-CROPPED_2014-10-28.123611.IMAGE.123611.image.jpg
3130,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-1-CROPPED_-2014-11-26.154754.-IMAGE.154754.-image.jpg
3131,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-1-CROPPED_2014-09-19.101724.IMAGE.101724.image.jpg
3132,Y,anpr,/home/gopik/github/cnn/data/anpr_chars/Y-2-CROPPED_2014-10-08.123127.20141008_123044.123127.20141008_123044.jpg
3133,0,anpr,/home/gopik/github/cnn/data/anpr_chars/0-1-CROPPED_2014-09-21.120158.MEDIA.120158.media.jpg
3134,A,anpr,/home/gopik/github/cnn/data/anpr_chars/A-0-CROPPED_MA56WLC-2014-11-13.133638.-IMAGE.133638.-image.jpg
3135,8,anpr,/home/gopik/github/cnn/data/anpr_chars/8-0-CROPPED_2014-09-24.144124.IMAGE.144124.image.jpg
3136,7,anpr,/home/gopik/github/cnn/data/anpr_chars/7-1-CROPPED_-2014-12-09.144721.-IMAGE.144721.-image.jpg
